questionType,question
yes/no,Is any part of this product plastic?
yes/no,Does anyone else think it taste horrible?
yes/no,Will this work on the right wrist? I don't have a left wrist.
yes/no,Will this protect carpeted floor mats in an automobile?
yes/no,Do these fit the Andis Easy-Clip Freedom clippers?
yes/no,DOES YOUR THE DRYNESS IN THE SKIN GET BETTER
yes/no,Is it cordless?
yes/no,Does this make the bucket seat into something more like the bench seats in a 30 year old Ford Pick-up Truck? I want solid firm support.
yes/no,is this going to fit my remington PR1260
yes/no,Can you put bath salt in the foot spa?
yes/no,Are the footrests height adjustable?
yes/no,does the product contain lactose?
yes/no,Is this product dairy free? It does not say .....
yes/no,Does the case fit the iPhone 5S?
yes/no,Is it effective for lower back massage
yes/no,"I have prescription glasses and no contacts to put in, will these fit over my glasses so I cna wear both at once?"
yes/no,Deb El has only 1 ingredient: pasteurized dried egg whites. This product lists egg white powder. is this just like Deb El only a differmanufacture
yes/no,Is this the same as the regular chocolate and vanilla shakeology product?
yes/no,"Are These compatible with Philips Norelco PT724/46 Shaver 3100 ? I don't find this model, i just wanted to make sure. Thanks guys."
yes/no,"Does this have the new ""audible"" alarms to alert the user?"
yes/no,Is this any good for activating Quads?
yes/no,Is there soy in it
yes/no,Is this powder a pretty good muscle gainer?
yes/no,is there a timer on this toothbrush for the 4 quadrants?
yes/no,Is this product GMO free? I don't see a certification on the bag.
yes/no,Will it correct neck posture ?
yes/no,"Is the B12 in this vitamin from cyanocobalamin, hydroxocobalamin or methylcobalamin? I've read the last one is the best one for absorption."
yes/no,Can this use tap water?
yes/no,will the seat swivel to the side to aid in getting a person out who needs to be lifted
yes/no,is it cordless
yes/no,does anyone else have a problem with the red draw string on the 33 gallon black trash bags...A lot of mine came apart when I tried to tie up the bags.
yes/no,Can the lost weight be maintained after 11 days and not using these products anymore but eating healthy regular food and exercising?
yes/no,Is the brush head replaceable?
yes/no,Is this color safe if used for regular laundry?
yes/no,Am i able to order two different flavors - like Cookies n Cream and French Vanilla?
yes/no,"Can I use any of the massage, heat, etc features without the magnetic fields? I am not ready to use magnetic fields on this kind of device."
yes/no,"Is this product (Acetaminophen Extra Strength (500 Mg), Rapid Release Gelcaps) gluten free?"
yes/no,Do you have to take other Herbalife products at the same time in order for this to work properly?
yes/no,My grandson played with his small Hot Wheel cars on our marble entry creating long wavy marks on the marble. Is this product good for that?
yes/no,does it measure blood oxygen saturation
yes/no,"I am 42 and hunchback runs in my family. I am also legally blind and have bent forward my whole life to look at things, Would this help me?"
yes/no,"For those who bought the large size, does it compress the lower arm as much as the bicep?"
yes/no,Is this the very small meter? It's hard to tell from the picture
open-ended,wood floors
open-ended,what is on the label as far as ingredients?
open-ended,"How well does this hold, especially for a lower plate? Thanks."
open-ended,ultra eliminex how to use?
open-ended,How many tablets at in it?
open-ended,Does any part of this brace contain rubber or silicone?
open-ended,Can you sleep in this? Or do you wear it when you work out?
open-ended,how is it for arms?
open-ended,What are the carrier oils that are used?
open-ended,how many calories?
open-ended,Hi If I want to use this to heat Guitar bridge for removal operation is this would be ok ?
open-ended,"It says it's cord/cordless, but one reviewer said it doesn't work plugged in...so which is it??"
open-ended,How does it come? It doesn't have a box. Don't they break altogether in a pouch?
open-ended,What can I do if it stops working? The blade will not spin when the cap is on and all put together. I feel like I wasted money.
open-ended,Does it break down easy? What does it weigh?
open-ended,what is the active ingredient in this product?
open-ended,How long does it take to charge?
open-ended,what is this flavor like?
open-ended,how many percent of menthol this product has? 3.5% or 4%?
open-ended,Height adjustment - how low? I need about 28 inches.
open-ended,What is the expiration date on the can?
open-ended,What is the maximum wrist size that this unit fits
open-ended,What size is the bag?
open-ended,Is it corn mint oil or peppermint oil?
open-ended,Hello- What is the expiration date on these oil of oregano softgel capsules? Thank you.
open-ended,Does this scale have a guest setting? I need to use it for myself and for my clients as well?
open-ended,Weight limit
open-ended,"hello, it is possible to send it to France ? thanks a lot , Sabrina from Paris.france"
open-ended,what is the expiration date on these?thanks
open-ended,vegetable
open-ended,What sweetener is used in the drink?
open-ended,Dimensions of Creative are Eco Spa Bench
open-ended,How do you know when you have reached the desired cleanse when using Aerobic Life's MagO7
open-ended,How does this hold up for a person with tailbone pain?
open-ended,"What is the expiry date of the strips shipped on April 25, 2015?"
open-ended,Is the gelatin vegetable or animal based?
open-ended,What is the expiration date on these isosource 1.5 cal 250 ml cartons?
open-ended,What is the compression rating?
open-ended,Why aren't these enteric coated? This way the curcumin will get past our indigestion acids AND will be absorbed in our blood stream as it should?
open-ended,what shows if oxygen is needed?
open-ended,How does this compare to bioidentical hormone treatments?
open-ended,Can we use the gigi can wax in this machine or do we have to purchase the refills?
open-ended,what is the red dye called? thank you!
open-ended,I would like to know the expiration date.
open-ended,"what are the ingredients in the raspberry ketones, please list all? Thanks."
open-ended,"how/ where should you put the lavender ,peppermint AND lemon"
open-ended,Aftershave lotion
open-ended,Can I re-cedarize my closet with this oil? How should it be done?
open-ended,Can this be added to lamp oil to burn inside? I have oil lamps for power outages or when I want the ambiance-hoping I can add this to the oil. ?
open-ended,Are the vitamins in this product synthetic or from natural source?
yes/no,"Will this pillow go with this rug found on amazon:Helsinki 1960 Teal Blue, Brown &amp; Cream Thick Pile Soft Next Style Shaggy Rugs"
yes/no,does it have shelves
yes/no,"Is this, like most teakettles, made in China?"
yes/no,"using this on the warm setting, does it heat up enough (like a regular warm steam humidifier) that it keeps mold/bacteria/slime from growing in it?"
yes/no,"Is this thing easy enough for a frazzled housewife to put together, while kids are jumping around? (Best guess, please.)"
yes/no,Is this product flammable?
yes/no,Will these fit on a 355 ml coke bottle?
yes/no,"is 7.9"" the total diamerer of the pan or the diameter of the flat cooking surface?"
yes/no,Will it work with an L'Equip XL Wide Mouth Juicer?
yes/no,"Are they ""sateen""?"
yes/no,Can this slice very very thin onions?
yes/no,does this include chargers?
yes/no,"My husban is 6ft 4inches, will he be too big for this chair?"
yes/no,"One person said the instructions say not to use on ""high"" heat. Many stir fry dishes are cooked on very high heat. Is a problem using high heat?"
yes/no,Does the seller sell a round table that matches these chairs? I have a small space. I'd like 2 chairs and a round table.
yes/no,is this cover recommended for Latex Mattress? We are also in a high humidity location.
yes/no,Will my regular Queen size sheets fit over this along with the mattress that will be underneath it?
yes/no,"Has anyone tried this for making spaghetti sauce? Looking for a good, thick pot that won't scorch."
yes/no,is it 18/20 stainless steel
yes/no,Does it count up and down?
yes/no,"I have a non slip surface on my tub bottom, will this stopper will work if part of it is on the tub and part on the non slip surface?"
yes/no,Can labels be removed and customized?
yes/no,Did anyone else have water in their Espresso Machine when you first opened it?
yes/no,Is this induction ready?
yes/no,does this pan come with the tube insert?
yes/no,Is it durable?
yes/no,I purchased a headboard from westelm the wideth is 56 inch. Would it attach to this frame?
yes/no,Are Gourmet Chef Induction Ready pans dishwasher safe?
yes/no,are they induction compatable
yes/no,"Does it automatically shut off when the timer is used as opposed to the ""always On"" setting?"
yes/no,Does this product come with a remote?
yes/no,do these work well in a small cooler bag?
yes/no,Will this take the temperature of a child's fever also?
yes/no,Can this topper be rolled up easily to move? I'm thinking of getting one to use for camping.
yes/no,"I have vinyl flooring, can I use it on top of that?"
yes/no,Will this work if you don't put in the refrigerator?
yes/no,Is the coffee hot enough?
yes/no,Does this tea chest come with tea bags as pictured?
yes/no,"i want to purchase this and i have 2 cats... they like to ""scratch"" at everything... could they scratch thru material easily, thxs?"
yes/no,Can these bowls go in the microwave?
yes/no,I've already purchased the headboard and now want to purchase the padded rails and footing board...are these sold separately?
yes/no,does the trays come in larger size for the older children.
yes/no,Are they strong enough to support wet jeans right out of the washer? I don't dry my jeans as they tend to shrink too much.
yes/no,Mine just stopped working! Has this happened to you? Filter is clean.
yes/no,Would this provide 'sealed' storage for the non-keurig brand pods that have a mesh bottom (to keep them from being constantly exposed to air?)
yes/no,does the pump come with it?
yes/no,Will these disks work in an old Mirro cookie press?
yes/no,Does this come with the box spring mattress?
yes/no,can you use metal pans in this unit?
yes/no,Is the back finished?
open-ended,Hi - What is the diameter of the smallest cutter? Thanks
open-ended,what is it meaning of 24 x 8 x 27 inches ?. i hate the way post not clear bother time too much .i need understand the size of this order.so much confuse .24 is wide or what ? 8 length ? 27 is tall ?... can seller or everyone tell me ?. it is too much...
open-ended,How much does this weigh?
open-ended,what is the proper grind for k cups
open-ended,What's the material this is made of? Can it be treated to use outdoors?
open-ended,automatic shut off?
open-ended,Is there a gap between the rim and the mesh where food can get stuck?
open-ended,"So, is the top of this can black or stainless steel? Thank you."
open-ended,"What does Nylon flock really mean? I just received this blanket and it says Nylon with insulated base. What is ""insulated base""?"
open-ended,How many cartridges are included?
open-ended,what size is it?
open-ended,"For some reason, the top of our blender does not easily screw off. Has anyone had any issues with that? Are we missing something simple here? Thx!"
open-ended,How thick is this pillow? (inches) Is it okay for back sleeping? I am a smaller woman.
open-ended,Dimensions of the interior?
open-ended,Need glass tray for model nnsd797s can you assist me with which replacement
open-ended,"When filtering the coffee out, does it go straight into a mug, or is there a container provided?"
open-ended,how long does it take to cook white rice?
open-ended,this is a 5-piece setting but for how many people?? 4??
open-ended,What are the dimensions?
open-ended,Why does the description say felt board also? I don't see any felt in the pictures.
open-ended,how many eggs this basket holds
open-ended,Is the background blue or green?
open-ended,Does the price include 1 or 2 pans? The photo shows 2 but the text is written as singular.
open-ended,Where is this product manufactured?
open-ended,what are the dimensions
open-ended,"I washed the filter and dried 24 hours, and now the machine doesn't actually have suction. New filter?"
open-ended,Return policy? What's the return policy for this mattress?
open-ended,Hi! I love this queen xl duvet! But I can't find an appropriately-sized duvet cover for it; most of the ones I see listed are 90x90. Thoughts?
open-ended,How much oil can it hold?
open-ended,Whats the difference between this mattress and a normal futon mattress?Does this mattress have button studs?r thy uncomfortable to sleep on?
open-ended,"Hi, I have used this Moka Bialetti many times and I always get a very watery and tasteless latte! Feels like a total waste of money!! ANy ideas?"
open-ended,Can this chair be pumped up by a foot pump? How big is the hole at the bottom of it that you pump air into? Do I HAVE to buy an electric pump?
open-ended,I need the exact height for this chair. 18 would be too low for my desk. what is the highest it goes the floor to bottom of the seat ?
open-ended,"what color is this Baker Rack I hear many different answers, black or bronze?"
open-ended,if I have a problem with the toaster what do I do?
open-ended,Can this platform hold a mattress and box spring? Is it strong enough?
open-ended,when motor goes out on bed where can you find a replacement motor
open-ended,what is the micron level for this filter?
open-ended,What size for comforters for a twin and a queen bed?
open-ended,Is it labelled as 8 cup rice cooker or 16 cup rice cooker?
open-ended,How do i settle temperature? Cannot set a stable teperature.
open-ended,what is an average ABV of this finished brew?
open-ended,What are the dimensions of the middle shelving unit - can the shelf be taken out want to subwoofer in the middle of it
open-ended,what is aninverter
open-ended,"How do these plates stack? Can I stack a bunch and not have it be too high, or do they not stack well? How tall are 6 stacked?"
open-ended,"does the cover encase the foam, like a zippered pillow case, or does it just stretch across the top, like a fitted sheet?"
open-ended,How many bottle of wine will the Storvino wine storage system offered for 27.49 on Amazon hold?
open-ended,Where was this mini muffin pan made?
open-ended,Does anyone know if the dyson tangle free turbine fit the cordless DC 35
open-ended,Is this BPA free? Does it contain fiberclass?
yes/no,"is it effective against parvo, i want to donate this to a local no kill shelter and they would need to clean kennels etc with it after an outbreak?"
yes/no,Does it wobble
yes/no,"When it says 1/4 or 1/8, does that refer to the hole? I am not sure what size the hole is. The distance between the holes is 1 inch."
yes/no,can this be applied to a flat surface with small cracks/pin holes to seal the area? Nothing going on top of this seal.
yes/no,Can the refill mop be used with a standard handle?
yes/no,Can this be used in a parts washer for auto parts ?
yes/no,"do you have this in color black? Polycarbonate Tubing, 3/4"" ID, 7/8"" OD, 1/16"" Wall, 6' Length"
yes/no,Do the rotating brushes turn off for use on wood floors?
yes/no,Can this output readings to a computer?
yes/no,Can these be used on vinyl siding on a protected porch?
yes/no,"I'm looking to hang my wall art without a frame, it's 13"" by 19"" and made out of archival paper. Would it tear the art?"
yes/no,will this work on a dometic dual therm model 457915.301?
yes/no,Will this work on a tear on ski pants?
yes/no,Will this fit the Oreck XL2200RS?
yes/no,"does this meter check total coliform bacteria, nitrates/nitrites"
yes/no,I want to use this material on my boat as a cover. Would it be strong enough to sit on a 1/2 inch piece?
yes/no,Is the valve rated for usage in oil (WOG) on a small engine? Thanks
yes/no,Will this work on a 2-3 inch crack/fracture granite? The grooves are not really deep at all. Almost feels like someone scratched it hard with metal nail or something similar.
yes/no,Can I bolt the safe down to the floor/wall?
yes/no,Can this product be used over a scratchs on a epoxy finished tub?
yes/no,does the kit include both the small and large diaphram kit
yes/no,Is this good for washing machines?
yes/no,will it fit in my Kohler K-4634?
yes/no,Does this product have an expiry date ?
yes/no,Can this fill in cracked ceramic tile?
yes/no,Can this unit be used to spin urine
yes/no,Is the meter attached to the cuff??
yes/no,Is there a 12 Volt center tap?
yes/no,Can this light be used on the Zeiss EyeMag Pro F Surgical Loupes?
yes/no,Can I attach a garden hose to the drain plug? I assume some sort of adapter is needed.
yes/no,Are these hard to wring out with your hands?
yes/no,Does this come with lighted curettes?
yes/no,Would this tape stick one rug onto another that is being used underneath it for extra padding?
yes/no,Is this medium adult size?
yes/no,"Are these sheets opaque? I am looking for material that can be used for a light table, that would diffuse a bright light from below."
yes/no,Does this Shark vacuum have adjustable height?
yes/no,Does the bag include the plastic slot to hold the inner bag?
yes/no,Is this the same as Simply Green Clean Building?
yes/no,Is it safe on unsealed porcelain tiles?
yes/no,can i get 1 specific color
yes/no,"Can this magnet be painted? I need it to hold open RV cargo doors that are 14"" x 25"" in size."
yes/no,Does this product come with the necessary mounting equipment?
yes/no,Will this work on Rubbermaid Direct Mount system?
yes/no,"Does this epoxy work well with a 42"" ceramic pot for plants?"
yes/no,I would like to use this to hold the glass slip shades in place on light fixture. Will this product work in spite of heat produced by the lights?
yes/no,Can this be used on painted floors ??
yes/no,Does this come with an applicator (brush or sponsge)?
yes/no,Does it come with a power supply?
yes/no,Do you sell in the tubing in longer lengths. I am looking for 25
yes/no,Are the eye pieces adjustable
open-ended,what is the funnel capicity?
open-ended,Where made?
open-ended,"how to make whole ?tub 1/4"" thick ,plug2.8x2.8x2.4"" fitt?"
open-ended,Which model is best for picking up liquids?
open-ended,Where do you find a replacement battery for it?
open-ended,How do you calibrate this TDS monitor?
open-ended,What advantages and disadvantages do epoxy coated neodymium magnets have when compared to neodymium magnets without this coating?
open-ended,"We use it for pumping various non-hot food liquids (oil, soy sauce, vinegar): how do you suggest cleaning between uses?"
open-ended,my back crown came off completly can i replace it with this please
open-ended,what is the length of the jack when fully collapsed
open-ended,How heavy is it? We rent apartments and would need to take it to the 2nd and 3rd floors to use.
open-ended,This machine does three chickens per cycle. How long does a cycle take. How much water is used per cycle.
open-ended,Is the item durable enough to drive a car over twice a day? Does it slip?
open-ended,"how wide is the wire wheel? Will it fir the 6"" Porter-Cable? i bought a 1"" wheel and it rubs so much the wheel won't turn."
open-ended,"Is this compatible with ALL AmScope microscopes? Specifically, the AmScope M150C-I 40X-1000X?"
open-ended,This device does not work with my LG 55LN5100. Is there an alternative or settings I need to change on the TV?
open-ended,What glue is best for fabrics and plastics and cardboard?
open-ended,"I lost our unlocking key. Any other way to open it up, or does Kimberly-Clark sell the key by itself?"
open-ended,what are the ingredients?
open-ended,It seems to just run right through the paper without stopping?
open-ended,Can you tell me what size screw you would use to fasten these casters?
open-ended,I have a quadra-fire serial #0071878276 bought 6/2006 what nu. door gasket i need? Thank you
open-ended,Is the included faucet metal or plastic construction?
open-ended,What is the distance between the center of the holes?
open-ended,How many meter's does the 600g equate to?
open-ended,"Are there graduations marked on the tubes? i.e., 1ml, 2ml 3ml??"
open-ended,Does this scale weigh in pounds and ounces or in kilograms and grams?
open-ended,How tall and wide is this dispenser?
open-ended,Could this be used to vacume an artificial grass lawn area or would it have too much suction?
open-ended,So it does not work out of the box? Must buy calibration solution?
open-ended,What is the pressure and temperature setting of the valve?
open-ended,Does anyone know if you can clean the pad in a washing machine or do you need to throw it out and buy a replacement?
open-ended,what are external dimensions of 8 dram vial?
open-ended,"What is the diameter of the stem? I'm looking for 5/8"" stem"
open-ended,"What is the maximum current, voltage, and power measurable by this device in DC and AC?"
open-ended,"What are the dimensions of this item? Also, is there a datasheet available? Thanks in advance!"
open-ended,What is the thread sze?
open-ended,I want to use this for transfer of air. Does it have any odor or smell? Will it tolerate 10 psi?
open-ended,Does anyone know where I can get parts? We need a new float.
open-ended,pet urine stains? pet vomit stains?
open-ended,"Yes, which measurement range is this caliper?"
open-ended,"Hi, have you got the item on stock? How much would it cost to send 10 PCs to Germany?"
open-ended,It comes with only one bottle? What if I want to monitor Refrigerator plus Freezer temperatures? I need to buy one more bottle? Or a new set?
open-ended,how many times can I use this triple scale?
open-ended,just to make sure does it work upand down electricaly ??
open-ended,What pads are recommended for polished and stained concrete floors?
open-ended,What are the measurements of this item (in mm)?
open-ended,Is it safe to use on the drinking water system? Will it leak chemical to the water system? Thanks.
open-ended,is the base made from wood or particle board?
open-ended,WHERE DO YOU SHIP FROM?
yes/no,does this need phantom power?
yes/no,will this work with the ATR2100?
yes/no,is there a power cord?
yes/no,"can I just buy the soft ware, I have the headphones and Mic"
yes/no,hi loved while it worked......the heating element fryied....cant get in touch with manurfacturer ..does any one know were to get a new heating element
yes/no,will these stands compatible with Mackie Thump 12 ?
yes/no,Will this adapt to a zoom hq2 video/music recorder?
yes/no,Would this work with the Chauvet Geyser RGB?
yes/no,Will these work to add lighting above my kitchen cabinets? Does this come complete or do I need to buy anything else
yes/no,Does this now fit the Ipad Air?
yes/no,will this work with the fire hd tablet
yes/no,Can i use it for a Sony HDR-CX380 ?
yes/no,Does this controller come with Serato software?
yes/no,Can you record videos with another app (like ProCamera 8) using the iQ5? I need this app for change the resolution and control focus.
yes/no,Is this a thin line Guitar?
yes/no,"the only reason to buy survival kit is for the extended warranty. do i need extended warranty on keyboard? kit has adapter, which i already have."
yes/no,will this amp work with a yamaha pac112j guitar?
yes/no,does this have an audio interface in phantom power
yes/no,Would this work with my iPad mini
yes/no,Will a jazzmaster fit in this case?
yes/no,does it have a 1/4 inch plug ?
yes/no,Does this come with a cloth case?
yes/no,"would this be a good fit for a Stratacoustic Fender?, i think is only a little thicker than a regular strat..."
yes/no,Will this work for pro tools express?
yes/no,"Hi, does this work for a Martin Backpacker? Thanks"
yes/no,"Does this soundproof a room, even alittle bit?"
yes/no,do u have loaded sound of the violin to youtube?
yes/no,Can a second speaker be added
yes/no,Is it quality
yes/no,does this come with any microphone at all? description doesn't mention.
yes/no,can I use this line to connect blue yeti pro microphone to my pc?
yes/no,Are you able to print titles on the CD/DVDs?
yes/no,Are these waterproofed?
yes/no,can i use a stand with this case i know it's kinda small
yes/no,Does it have the switch for either polarity
yes/no,Would this fit G&amp;L s500? It seems that it is longer than fender strats..
yes/no,Does This Come in a pair ?
yes/no,"Is this ok, on satin finish ?"
yes/no,Can the integrated cable be removed/replaced?
yes/no,Does it fit a Gemini Xl-100
yes/no,is the hiss normal? even before plugging guitar in
yes/no,"Can I play mp3s in stereo if connected from computer to speakers and amp? I ask because the desription says ""two analog mono inputs and outputs."""
yes/no,Is it include cable??? Guitar-Amp.
yes/no,Does this come with any sequences / patterns? I do create my own but I am just curious if there are any included with the software.
yes/no,Will they fit a 2007 American Deluxe Tele?
yes/no,Will this case fil my Kala-SMC Ukulele? I
yes/no,Does this work for the Macbook
yes/no,"Will this work on the Pioneer PL-990?? When I search PZP1004 for the replacement stylus for the Pioneer, this is what comes up."
yes/no,Does this stand bring the piano keys 28 1/8 inches from the floor?
yes/no,Do you need a soldering iron to install it?
open-ended,I got mine and the soft grips are closer to each other than the photos. How do I move them apart?
open-ended,Want to replace IsobarUltra because they do not shut off power once MOV's have failed. Will this do that or tell me surge protection has failed?
open-ended,what about warranty?
open-ended,Does this amp support an electric bass? would it sound good with it? normally a guitar amp shouldnt be used with a bass. Thanks
open-ended,How many tracks can you record to with this software?
open-ended,Could I plug this into a Video camera and use it as a microphone? or would I have to sync the separate audio to the video later?
open-ended,the cost $58 is for the the set to 6 Tuners?
open-ended,"HI, the charger is 120v or 220v? thanks"
open-ended,hey guys! help me out!~~ is it logic pro 9 ??
open-ended,"How long is the bag? Amazon gives dimensions as 21 x 18 x 20 inches ; 2 pounds , but that sure isn't the size of my keyboard."
open-ended,is the recorded material stored on recorder itself or the computer only
open-ended,Will this work with Sony Handycam HD AVCHD? I am really not sure what kind of mic input my camera has- it looks like a standard size- is it possible to get an adapter to make it fit?
open-ended,What is the center diameter? Where the microphone would be inserted?
open-ended,"What settings can I put these in? Is there slow? Fast? No-change? Flashing? And what is the ""go with the music"" setting? Thank you so much!"
open-ended,"If I buy this guitar with the hard case epiphone, they will come together? I'd like to avoid damage to the guitar"
open-ended,I don't see this line of drums on the Pearl website. Is this a knockoff or something?
open-ended,D'Andrea Tone Pins Brass: Bridge Pin Set
open-ended,What are the dimensions from front to back. and from side to side.
open-ended,"All the reviews and video of this with harmonicas is Blues (distorted sound) can this play ""clean"" stuff, or am I better off with a mini PA type amp?"
open-ended,"What is the difference between the 240, 175 and 165? Even on the Casio site, there appears to be no significant spec difference between them. Thx!"
open-ended,"Can you select the order of the effects with this device? For example: compression, then overdrive, then modulation, then reverb/delay?"
open-ended,"I know that sometimes the neck holes don't come pre-drilled, but have the bridge mounting/tremelo placement holes been pre-drilled on everyone's kit?"
open-ended,Does anyone know exactly how to record separate tracks with this? Please give me details. I've got a deadline in a few hours.
open-ended,Whats The Difference Between The Pioneer DDJ-Ergo-Limited And The Pioneer DDJ-Ergo-V?
open-ended,Is there phantom power on this bad boy? And does it work with Windows 8.1?
open-ended,I can't find a setting for the sensitivity knob that works for my band. It's either super-sensitive or doesn't register. Any suggestions?
open-ended,Spirit Flutes. What kind of wood is the flute made for small hands or women?
open-ended,I am running two peavey Black widow 15's with horns is this amp powerful enough to reach loud. and does it help the bass
open-ended,doe's this cover vocals and guitar or just vocals?
open-ended,what receiver would you recommend using this speaker with?
open-ended,Is this model really any better than the smaller and simpler Solo XT model which gets a higher Amazon rating? What's added here?
open-ended,i am looking for lapel mic collar clip-ons for Audio technica PRO T70
open-ended,what are the lengh and height of this case?
open-ended,"Has anyone tried this with MainStage? If so, did it work well?"
open-ended,Is the neck assembly made of metal or plastic?
open-ended,"So, is it just background music or are there vocals? Thanks"
open-ended,What is the maximum height?
open-ended,"I just want to check, the color of this stand is black as shown on the picture, right?"
open-ended,hOW MANY CHORDS DOES THIS PLAY
open-ended,"do the cases need to be the exact sizes of your drums to properly protect? I have 10x8.5 and 12x9 toms, and a 14x6 snare. Will these bags work?"
open-ended,"How many mics operates on this, and does it work with the +48v mics... My system isnt +48v but i use the +48v phantom power supply"
open-ended,Anyone know if this one or the 001-0116-170 covers fit the Squier Vintage SS Modified Jaguar Bass?
open-ended,"i am planning to take this light to India, but the operating voltage in India is 220V. Can you please let me know the allowed voltage specifications?"
open-ended,is the 41 inches its length or the height of the stand? how long are the shortest keys?
open-ended,How do I install the included plugins if I downloaded ACID and I don't have a DVD distribution?
open-ended,Can I use downloaded music like my network storage like cloud from my computer and do some mixing with it with dj controller?
open-ended,I am looking for a left handed guitar? Is this a left handed guitar?
open-ended,"i really want this unit, the reviews sound great, but i have a question: do you absolutely HAVE to download your music via some music software to your computer for some reason? or can you directly download to a CD recorder if you wish to?"
open-ended,you have hard case for this guitar ? i want buy all in one...
open-ended,"What type of batteries, aa or 9volts"
yes/no,Will this work for the hp 564 cartridges?
yes/no,can this be used to emboss paper cocktail napkins?
yes/no,does this work in a hp c3180 all in one printer?
yes/no,"What is the measurement from the floor to the seat pad...is it over 21""?"
yes/no,Will this work with Intuit online POS program?
yes/no,"Is the opening on the top, the left or the right of each sleeve?"
yes/no,Will this scan as editable text into Excel?
yes/no,Is the ink in the refills the same heat sensitive ink?
yes/no,Does it also go in landscape form?
yes/no,Does this work for the old style fountain pens that had a little lever on the side?
yes/no,does it work for mfc-465cn
yes/no,can you make the 5300 wireless
yes/no,Is this for 2014?
yes/no,does it scan
yes/no,"Can u tell me the ""use before"" date ? I need 3 x C9721A. Thanks!"
yes/no,Is this scanner compatible with eaglesoft
yes/no,Does the DYMO LabelWriter 450 Turbo work with Mac OS 10.9 Maverick ?
yes/no,does it works with Windows 8 and power point 2010?
yes/no,Is there anyway to hang this chart? I know there are hanging charts but this size and price fit what I'm looking for!
yes/no,does it come with the rechargeable battery?
yes/no,does this have a snooze button?
yes/no,Can you use it to put on top of a desk to work in a standing position?
yes/no,do the handsets have speed dialing ?
yes/no,"Would this product work for shielding, as in the electronics of a guitar? Non-conductive adhesive means each piece must be soldered to ground."
yes/no,does it scan?
yes/no,Does this work with MX472?
yes/no,could I use it with a brush and paint my faux leather shoes?
yes/no,does the feeder come off for packing in your suitcase?
yes/no,Can I get this item shipped USPS Priority Mail?
yes/no,Would this work for the DCP-7065DN model?
yes/no,Can I use this without a computer when traveling and plug it into a computer when I return to transfer the images?
yes/no,Will this work for 2013 W2 forms?
yes/no,"Does this have the hourly announcement &amp; if so, can it be deactivated?"
yes/no,"What width labels can be used? It appears only 1/2"" are available on Amazon"
yes/no,can I print checks with this printer
yes/no,can this be adjusted to hold 14x18 hanging folders...
yes/no,"Setting number of rings before voice mail picks up in Skype: Is their anyway to set up the nuber of rings on this phone and/or Skype before Voice mail picks up. ie, can I set it to ring say five times before the call goes to voice mail?"
yes/no,Is this compatible with LBP6030w?
yes/no,Are hanging files included?
yes/no,Is this detachable? I would want to do 3 &amp; 3 instead of 6 tall.
yes/no,can you make a stamp with my company logo?
yes/no,"If I buy this to download, can I use it on 2 PC's? I am buying a new one next week but want to start using Final Draft now."
yes/no,"What assembly, if any, is required?"
yes/no,Will this cover fit comfortably over a standard 3 subject college rule notebook?
yes/no,"Does this chip resetter work to reset t200 chips. ""WF-2540"""
yes/no,does it come with toner
yes/no,Can casters be added to bottom for ease of mobility?
yes/no,Does this phone support two lines of Analog phone lines ?
yes/no,Is this ink compatible with the HP Officejet Pro 8600?
yes/no,Are there font options?
open-ended,Will this sign turn on and off using a switched outlet or does it require the remote to operate?
open-ended,Dose it work without a computer ?
open-ended,How much of a gap between door/floor will these door sweeps cover?
open-ended,any idea what kind of USB cable I would need for this printer?
open-ended,what is the axel opening diameter? None of the other answeres answered this.
open-ended,what are the dimensions?
open-ended,Is it unlocked? Can I use it in Venezuela?
open-ended,What are the specifications for ordering replacement tags in a variety of lengths? thank you!
open-ended,What size plug/port can I use with the telephone if I wanted to use a with a headset (eg 2.5mm)?
open-ended,I have no current home number or actual home phones. Can I have multiple phones throughout house with just the Telo? Do i need a specific phone type?
open-ended,what about refills for it
open-ended,Does it connect to a PC or MAC via USB port?
open-ended,how much weight can the top hold? I want to keep my karaoke machine on top
open-ended,"I'd like to buy a headphone/earbud /microphone to use on this phone, does anyone know the jack diameter that fits, or refernce to a jack that you've used that works well?"
open-ended,"So this increases the mic's volume, correct?"
open-ended,What type of phone do you use as the extensions?
open-ended,what about the voltage (power supply ) difference for other countries??...eg..australia is 240 volt.
open-ended,"How does this mount to the desk? I have a wood top Drafting Table, would this work?"
open-ended,will this tape adhere to wood and can it be used as only a single side adhesive?
open-ended,"I want to print on ribbon, but would want to use my household iron. I would only transfer one 1"" x 11"" strip at a time."
open-ended,"Can you see through the black glass, or is it simply glass painted black? I want to put a light under the glass to mimic a simple light box table."
open-ended,What is the weight limit?
open-ended,How big are the 3 ring binder ?
open-ended,How is the fax quality and functionality?
open-ended,If it opens at both ends how do vertical pictures stay in place? I change my photos frequently.
open-ended,"Can I get a replacement nib? If so, in a fine point?"
open-ended,How many shelfs inside?
open-ended,How long is the seat when the recliner is in its most reclined position
open-ended,How high and wide is the space underneath the shelf? I am looking to place my laptop and docking station underneath.
open-ended,what is the weight capacity of this recliner (not the shipping weight)?
open-ended,What kind of engraving does it come with?
